number,score,loss,transmission,cooling_factor,eps6d_in,eps6d_out,n_in,n_out,ok,wall_seconds,p_BLS,p_Grad,p_Grad0,p_delf,p_pitchFactor,p_dtRF,p_wedgeScale
28,3.5645341904553707,-3.5645341904553707,0.5699300699300699,61.97777174184236,25772.28456106515,415.83109293465924,286,163,1,120.35558533668518,22.835832878951123,29.702260535483838,20.34120663465715,0.03759124157021001,0.7356424750700593,0.12852214739688458,1.1108074641449155
29,3.56458864407303,-3.56458864407303,0.4794520547945205,73.67768882616446,21598.536112865953,293.14893636017354,292,140,1,106.41141986846924,23.061718879869307,25.56540541863689,17.575503510576535,0.05452371176054021,0.9856341135016378,-0.4007660254882452,1.5479279408043967
30,4.005654121284532,-4.005654121284532,0.45964912280701753,119.45574623031523,41042.222335284125,343.5767941724055,285,131,1,102.93522524833679,23.858233510632115,26.35294636070497,25.21330653046515,0.0395701246495384,0.7406592437459502,0.16813258274519838,1.360719337940253
31,3.8711327157473256,-3.8711327157473256,0.558303886925795,85.96881208998485,27806.684103729323,323.45083557306396,283,158,1,114.36208772659302,23.20992868833372,27.164472520594924,21.52531150027354,0.04963358515040445,0.6619052127634897,-0.11145817870748098,1.54409600647846
32,3.57428827823613,-3.57428827823613,0.5894736842105263,60.5102927763641,26178.21943096869,432.62424010604275,285,168,1,119.23352146148682,23.749796941006977,28.372646947742894,23.789397053970326,0.03297030815992856,0.6863108072201496,0.029135095826886614,1.5966444809310485
33,4.323072460901032,-4.323072460901032,0.5384615384615384,140.06570995359672,30171.466764778794,215.4093730348027,286,154,1,111.83127999305725,22.943039356231868,25.101445430449786,23.57092145715401,0.03521265207826239,0.7651957975889527,0.036129372306362956,1.5418674841785343
34,2.2328555643118615,-2.2328555643118615,0.3745704467353952,24.899082346920153,22469.613553707473,902.4273762638009,291,109,1,99.9540376663208,23.851828430914747,28.24041309315436,20.073332623638677,0.0510221972546472,0.5829447075919405,-0.4906270610324853,1.4506279180604171
35,3.244592532666835,-3.244592532666835,0.43902439024390244,58.42786061937846,30001.691745195127,513.4826335784854,287,126,1,103.26789593696594,22.326320591616152,22.227962574699013,25.06417408212258,0.03471546757928476,0.5606729471844542,0.14702912613578592,1.4642079692758392
36,4.060764068883998,-4.060764068883998,0.3472222222222222,167.09363819474325,40094.74847805684,239.95377030050338,288,100,1,92.39104294776917,22.594059116544457,20.795881455976403,23.71834210333435,0.05547041404275384,0.58345750075127,0.12680960289812546,1.4902660237333114
37,3.8458307886234295,-3.8458307886234295,0.476027397260274,98.30851615763105,30737.200759023428,312.66061131202923,292,139,1,111.0365424156189,23.255238352801946,23.999381350574698,22.480350974117854,0.045824598996191304,0.5249390772060052,-0.19566699225798997,1.5339939450312354
38,3.7361480488651457,-3.7361480488651457,0.45454545454545453,92.25951389254276,29493.598529758707,319.6808359960657,286,130,1,105.07698941230774,23.517608187398558,24.36047531473247,24.253941648440833,0.019755873843389476,0.5747885104018844,0.10454367108086801,1.537672079443145
39,3.706040824076601,-3.706040824076601,0.5463917525773195,74.4747311776489,21735.8109873747,291.854843161864,291,159,1,115.97015857696533,22.47433703286877,23.6587023904082,23.74203365276829,0.03060341758712727,0.734922354871577,-0.005607358720075041,1.5891276978712545
40,3.70816558302901,-3.70816558302901,0.6456140350877193,63.16302014979154,14317.564936542129,226.67638283584165,285,184,1,126.46934509277344,21.4,25.0,20.0,0.0,1.0,0.0,1.0
41,4.040182378715295,-4.040182378715295,0.4154929577464789,136.7934320096974,49403.360341693646,361.1530145554898,284,118,1,95.8501648902893,23.519263630545495,22.33937491484709,25.701047564051056,0.05608385627777815,0.6378592844414869,0.03681247871810771,1.4285573726747887
42,3.5984599040664675,-3.5984599040664675,0.6551724137931034,55.774498839776484,14403.23731499595,258.24055105133544,290,190,1,126.09855532646179,21.4,25.0,20.0,0.0,0.7,0.0,1.0
43,3.0030464455693116,-3.0030464455693116,0.20945945945945946,96.1848167187083,42143.414611222215,438.15038640111237,296,62,1,67.68121004104614,20.514045438416964,22.100144574567054,25.94487220258995,-0.036803777184885034,1.314205155785639,0.5773376933632762,0.8144089690644525
44,3.3222521058144685,-3.3222521058144685,0.6433566433566433,43.09074147314149,15269.786318056964,354.36350816972225,286,184,1,125.50119948387146,21.4,25.0,20.0,0.0,0.7,0.0,1.2
45,3.7388598230582657,-3.7388598230582657,0.4355400696864111,96.54684215613723,38376.74714624256,397.4935512046994,287,125,1,102.52122211456299,23.830534706864903,23.434435404894014,25.866422727785555,0.0444488678697173,0.6418893286058429,-0.09454224891346613,1.1010296951256724
46,3.824009817160734,-3.824009817160734,0.45614035087719296,100.38015686866787,34167.180152170724,340.3778318146411,285,130,1,102.4170286655426,22.26675101549707,24.031895597328184,23.29369763864024,0.05462099157940315,0.8429607086937503,0.14252159441674728,1.0746344373068597
47,3.128375164596679,-3.128375164596679,0.3979591836734694,57.38488821441424,18382.968708123004,320.3451166348264,294,117,1,101.0648546218872,23.98520213699812,23.560039382151867,19.61216827167461,0.01581383420946645,0.6955868971062346,-0.4590607815584321,1.5216089644494353
48,3.7465591270095873,-3.7465591270095873,0.6491228070175439,65.28044204789299,18355.005877483807,281.17159292545324,285,185,1,125.63807845115662,21.93652652413991,27.502364825565817,23.73399540126528,0.04740966275650318,0.9890223032272288,-0.11025313398530717,1.110318450499362
49,3.1414903398751894,-3.1414903398751894,0.3159722222222222,73.22898507008559,42401.91576857463,579.0318646092506,288,91,1,85.55605912208557,23.316310460890573,28.484161196084585,23.912973279107476,0.055350625248949036,1.016959897189618,0.4373509808644507,1.2378938950021126
50,2.6840781476953346,-2.6840781476953346,0.4520547945205479,32.39584025541016,17334.629266375086,535.0881202558152,292,132,1,108.36468529701233,23.619901410858187,26.48104599370427,19.029432957948565,-0.020916722346567586,1.3556586688011238,-0.5391875753563077,1.123021692715383
51,3.198259068922183,-3.198259068922183,0.4377104377104377,55.94990614458963,20698.168697977122,369.9410798739765,297,130,1,105.68681383132935,20.445815614761244,20.644294357025903,16.29853453707804,-0.05868039836534265,0.986659557708453,-0.5165113361461383,0.5990882864496567
52,3.701483249100389,-3.701483249100389,0.5441696113074205,74.43881734805939,24025.498949917754,322.75497926813983,283,154,1,110.21854972839355,19.421336396103307,28.798003116634295,16.819211593919285,-0.03822627129363453,0.5987679673709809,0.21895420115708109,0.6054484991874187
53,3.799342938544257,-3.799342938544257,0.3875432525951557,115.2692568277353,34889.20434976969,302.6757117199951,289,112,1,96.63975691795349,23.022049782982656,21.23286125563656,15.748080558088558,-0.05406224182829359,0.7552885460449116,0.3196095708713669,0.8939768326987431
54,3.9798565467543616,-3.9798565467543616,0.35294117647058826,151.6098464932899,28324.986892886092,186.82814835604842,289,102,1,94.1896870136261,22.325597183054246,19.24008571148932,23.107848816809636,0.0470423225539125,0.7159743756214909,0.05425940009357903,1.5060752796016008
55,3.558314192086938,-3.558314192086938,0.3506944444444444,100.09844536502355,23818.06828899165,237.9464356527776,288,101,1,97.46264123916626,20.78718907825076,19.675547504469645,21.217838381392124,0.05491406516198109,0.5042551505827657,0.020661483763108376,1.5331858611955047
56,3.382092136228634,-3.382092136228634,0.28716216216216217,102.49359758706514,20759.808977052242,202.54737335585696,296,85,1,93.28625893592834,19.67967444885614,18.072307095500403,16.43378226695478,-0.04944629092637292,0.575327117816561,-0.4871879934734861,1.4225430884745087
57,3.0666386322569608,-3.0666386322569608,0.4097222222222222,52.4004137834866,24596.879494413206,469.40239052395873,288,118,1,100.26959133148193,21.601717426311,19.629341457447893,21.16628463193502,0.05921758707629306,0.6985300946449218,-0.0937620061196513,1.380808150198292
58,2.8174885324918435,-2.8174885324918435,0.30363036303630364,55.11559797546976,31058.397588011037,563.5137552500867,303,92,1,83.59086275100708,23.402502960058737,25.31834714939166,23.523722220534093,-0.049543954023337146,1.2671876508328632,0.572883854242638,0.5251017037716557
59,2.908073820658492,-2.908073820658492,0.46757679180887374,39.183882590712514,18789.14636957304,479.51211384107467,293,137,1,106.85876727104187,19.4493328909075,26.502900060530038,19.455377684780448,0.05684116318989811,1.0057139642410327,-0.5154224898550434,1.5624891358683968
60,3.626293068539407,-3.626293068539407,0.5659722222222222,66.3871389937279,20988.303949981346,316.1501499855909,288,163,1,117.91966700553894,19.962164764556125,25.126894745980817,15.848130248748621,0.03549334229952384,1.4056268226350168,0.19674247476590112,1.514415948508084
61,2.4716480004985772,-2.4716480004985772,0.17465753424657535,76.96020721140069,44766.16367248443,581.6793547542954,292,51,1,68.64750266075134,22.006269131276778,18.962501525427065,24.409317307258245,0.05706129565480126,0.5746552036871929,0.3653283983877118,1.3814888541337136
62,3.651476356429976,-3.651476356429976,0.4689655172413793,82.16277935993811,28386.2885400071,345.48841654507146,290,136,1,104.31145739555359,23.74843995889256,22.0764808930966,23.10714728498669,0.010805221874395365,1.2428839892941155,0.13296719894109343,1.5183592840504994
63,3.5266263031405702,-3.5266263031405702,0.5226480836236934,65.07062541010407,20236.785758018395,310.9972530689102,287,150,1,112.47684383392334,23.49686873062028,19.447508548975602,21.349042450938697,-0.052327667957467794,1.3402450738150258,-0.2981433055225923,0.561121444298972
64,4.666723209740619,-4.666723209740619,0.33568904593639576,316.8071457716659,61365.95071927094,193.701283377931,283,95,1,87.92228484153748,23.311552602880706,21.6093131104579,24.39466706548572,0.058143401267541625,0.6352193753399372,0.16919932914229946,1.3736082355996926
65,4.475633812576832,-4.475633812576832,0.30662020905923343,286.51165439907453,52095.01268368366,181.8251086258498,287,88,1,88.41104912757874,22.957100948352068,20.46621926095439,25.9305404820557,0.059350138786599074,0.5334790664475891,0.056520510158134196,1.455038397185736
66,4.645196657918319,-4.645196657918319,0.3473684210526316,299.6352759048194,65142.411282898356,217.4056812442576,285,99,1,87.72236466407776,23.974040164339545,21.711324650275415,25.18984708353875,0.05920667488408925,0.6391736263304189,0.06190302106902703,1.5960814775051253
67,2.9394210628396777,-2.9394210628396777,0.23367697594501718,80.90184460337207,33586.90585360165,415.15624295421463,291,68,1,76.50576066970825,23.667934323140372,20.301608625462006,22.216383014186672,0.01982740835060417,0.5288937174536463,0.38517094947399555,1.2289867101793746
68,4.290893868064016,-4.290893868064016,0.41522491349480967,175.88472579759426,42004.65128642544,238.81921011585632,289,120,1,97.08152675628662,23.800609637799642,20.99416395094214,23.661012627388345,0.04334630333105014,0.7152802201997638,-0.007674950291248081,1.4365651424581478
69,4.276782715522878,-4.276782715522878,0.3194444444444444,225.41758571870955,53054.332908744596,235.3602215177177,288,92,1,90.12366557121277,23.65222374144064,20.175574893465036,24.576802955607945,0.054961349593901115,0.5769195921804111,0.07852804247986457,1.3680083654288098
70,3.249276728514025,-3.249276728514025,0.2852233676975945,90.35617751753782,31796.879652660344,351.90598502784917,291,83,1,87.76848292350769,22.563126634798092,18.033488103718387,25.105184692953383,0.04736814463836039,0.5384106925768227,0.0071463815764647165,1.1833726388488994
71,3.0300214641236214,-3.0300214641236214,0.21724137931034482,95.27502038434419,73364.14479590602,770.0249708680344,290,63,1,71.4372923374176,23.705162490837353,19.03892683964611,25.380605630424835,0.05998813773370359,0.7923357474270565,0.23495114575848403,1.5694298031809697
72,3.7783191738101807,-3.7783191738101807,0.30103806228373703,145.30540129250704,49827.5929235163,342.9163161196662,289,87,1,80.51536989212036,23.815564672889778,24.180575786560627,21.920519824962973,0.04882350089621011,0.8830216948028233,0.3028053023907965,1.5582452932742232
